timestamp,RDS_CPUUtilization,RDS_FreeableMemory,RDS_DatabaseConnections,RDS_WriteIOPS
2023-08-01 00:00:00,74.87417689752097,4086.537777903302,442.9923403655704,1372.674123954757
2023-08-01 00:05:00,82.96161924639371,2049.902620333418,418.990439221928,1786.9796996037605
2023-08-01 00:10:00,14.190299203544765,6663.741904648499,163.79699408547617,227.66191594768895
2023-08-01 00:15:00,6.04453140384682,6755.37135838654,26.127990570024714,38.56424933191762
2023-08-01 00:20:00,81.51333351300686,4901.91537512303,442.9747318451303,1756.0190597284454
2023-08-01 00:25:00,14.611798240012835,5976.983830205971,222.80141652831693,456.79318090214036
2023-08-01 00:30:00,77.07633969447241,2677.716439509367,430.8989399229933,1597.2923058626357
2023-08-01 00:35:00,35.45835243548699,6040.659715694438,328.76533863663195,600.6619592577537
2023-08-01 00:40:00,59.23077610412955,4691.889463331379,360.57975267640717,1318.4035043977717
2023-08-01 00:45:00,75.28895530969274,4444.833968922572,351.1247389420059,1359.9603159468047
2023-08-01 00:50:00,16.89469636477974,7756.186859654661,149.85766076150722,254.39467253742768
2023-08-01 00:55:00,37.32870974066565,7800.939134060865,211.62997245964868,763.5835193065062
2023-08-01 01:00:00,30.648813326708613,7964.995028279774,193.0877263264225,579.2476597327698
2023-08-01 01:05:00,26.568099527750512,6091.382572596363,93.94691899005731,569.3171843796098
2023-08-01 01:10:00,36.54842406487979,7711.594327028924,258.9375590597439,816.7858931193645
2023-08-01 01:15:00,34.20020317833689,4933.025059337648,245.89015357298564,653.7071602020377
2023-08-01 01:20:00,38.81244156663521,6354.178218460819,153.49479466014887,920.2643402121711
2023-08-01 01:25:00,18.332499677667062,7571.115413368387,104.83154301165155,321.8321993603182
2023-08-01 01:30:00,92.7663880658798,1399.4036269033086,442.11317095375273,1921.3013347972615
2023-08-01 01:35:00,18.761324977883536,9065.912309798889,103.71928574624953,504.76338144730266
2023-08-01 01:40:00,27.090076888264885,6753.883653879682,190.35570000412196,489.4072067595405
2023-08-01 01:45:00,15.739422075442873,6192.099421821335,90.37230379561558,224.29209328164748
2023-08-01 01:50:00,5.4033361510598485,9171.170754949822,131.18724959397065,76.37531303704701
2023-08-01 01:55:00,24.8757010418085,5678.096669361054,180.7265063275625,453.0357430838395
2023-08-01 02:00:00,23.53640530118026,7644.79696407558,214.76004897498137,686.2811483500539
2023-08-01 02:05:00,15.625451248898576,8113.974410203703,107.88220111745078,481.0209065420931
2023-08-01 02:10:00,32.52643018594976,6917.916812276656,259.65502959075656,646.4125113675226
2023-08-01 02:15:00,86.90108364135969,4264.04028555203,351.4794629004357,1481.909125523337
2023-08-01 02:20:00,28.836136708640076,5965.15915559372,170.4549826643776,759.9688579735719
2023-08-01 02:25:00,87.8189640455686,2180.9140984285377,399.4495875477214,1725.0440056197858
2023-08-01 02:30:00,8.116557181786037,6479.989164411885,155.3834249352197,459.47508212784135
2023-08-01 02:35:00,25.87231824240971,5869.901223828683,55.05110683591907,534.0556496389413
2023-08-01 02:40:00,30.519543868708865,8345.865353866595,148.08750877344758,568.1379833321387
2023-08-01 02:45:00,88.70106780336624,1862.9474228961722,422.9085173319756,1536.2277430652657
2023-08-01 02:50:00,40.235714541667214,4793.758057133506,216.62671001586634,678.667924878024
2023-08-01 02:55:00,56.601578471457245,5878.030559210906,297.736065937167,1243.2897509218085
2023-08-01 03:00:00,22.24190729222949,5621.501523008877,178.37829151769984,422.51610067615064
2023-08-01 03:05:00,18.617088070271897,9141.199954699963,104.17346492130702,563.1197004388616
2023-08-01 03:10:00,22.323332702900053,7284.280943921971,76.96296120597795,403.2922151684572
2023-08-01 03:15:00,72.83040053621716,3710.628967095816,334.75948119821913,1312.1975054494856
2023-08-01 03:20:00,94.164568196145,2012.1145553435235,456.0403396620092,1891.9003245026831
2023-08-01 03:25:00,38.31956908301219,5958.979094964256,251.87172569618144,780.2852416817025
2023-08-01 03:30:00,18.02722092488867,6577.740301048576,203.29300736404807,574.7085537481975
2023-08-01 03:35:00,85.05553906442005,3436.0450163844844,503.86017229903325,1584.2338871009315
2023-08-01 03:40:00,7.8240063500825086,8458.919363050478,130.28839904211065,448.3133054979873
2023-08-01 03:45:00,18.32058532135063,5705.514346355189,82.47912980812958,548.571524045862
2023-08-01 03:50:00,13.777675905151872,7010.085747611535,157.87752181881245,318.7356393508331
2023-08-01 03:55:00,43.70316299264686,7128.9078696199795,287.6807532914011,777.4434500640328
2023-08-01 04:00:00,26.06254142140154,7815.980483612348,159.77891035482654,521.3630204191932
2023-08-01 04:05:00,48.38495031716056,6931.11015002736,325.659127131971,874.1082234292695
2023-08-01 04:10:00,9.12366013160976,8853.442958052696,75.37382904973553,434.6763556341537
2023-08-01 04:15:00,17.482094015274647,8098.285888823504,113.92149365228227,334.25238316611774
2023-08-01 04:20:00,18.51390873811787,7232.080383061681,161.97364630114208,250.6061214294367
2023-08-01 04:25:00,76.80906290909755,2692.9211182663607,305.20831207443024,1521.9887357715475
2023-08-01 04:30:00,16.915227392714932,6242.6107379018695,239.95717510751678,291.04082769952265
2023-08-01 04:35:00,25.03321525258722,6462.421418018473,204.12712268576306,573.928030475252
2023-08-01 04:40:00,23.806383873837074,6981.339803138368,95.34469061672507,662.456497787572
2023-08-01 04:45:00,77.70126147315082,5061.291760057178,374.1641214347242,1576.578187685372
2023-08-01 04:50:00,10.864294270660059,6673.5373111225645,126.60239998925482,364.5036573137331
2023-08-01 04:55:00,31.074393465496755,6057.197822336375,136.3536045584222,600.7409426497686
2023-08-01 05:00:00,36.19746609636924,6827.7672655763,123.30328030111012,676.9083343326123
2023-08-01 05:05:00,32.74901820111937,8040.583833654651,232.66602977283992,555.3176303883353
2023-08-01 05:10:00,41.8285520720429,5384.740208290641,271.216437407247,971.5292868450393
2023-08-01 05:15:00,10.345003753527244,9268.41510868414,146.83777002751765,409.2596250261371
