timestamp,EC2_CPUUtilization,EC2_MemoryUtilization,EC2_DiskWriteOps,EC2_NetworkIn
2023-08-01 00:00:00,21.419688704673433,43.277162294481336,1938.3057250906068,2990.627379004242
2023-08-01 00:05:00,76.66878824525891,70.53896171417148,4151.896643978579,8772.907019047796
2023-08-01 00:10:00,19.925506041827227,41.35273149284222,2773.9859068274723,2524.640761252175
2023-08-01 00:15:00,11.648130000827738,23.355954281006746,487.0182749536022,3234.8951692130013
2023-08-01 00:20:00,83.66432129867142,80.41958621685414,3175.2660211422185,7313.312804343135
2023-08-01 00:25:00,26.85689287999016,23.397897388605845,1308.5677989099247,4187.674737363468
2023-08-01 00:30:00,50.507661087842834,59.55258424632603,1946.410838030169,6535.425449444089
2023-08-01 00:35:00,71.82752465865734,60.228432461980915,2602.734227043495,7681.744300548252
2023-08-01 00:40:00,72.97927946303575,76.17685893261135,4290.356793984156,6645.73597323525
2023-08-01 00:45:00,91.56889852624955,82.12986268307569,3644.3193277978667,8206.7590058206
2023-08-01 00:50:00,16.573027781703885,33.50780822827727,2542.8118487516927,4798.767442905971
2023-08-01 00:55:00,17.633861275211427,22.9189715436187,2252.1495491233522,1492.387238512423
2023-08-01 01:00:00,84.85332332986466,70.8129657642097,3293.2802031434185,7710.539213576978
2023-08-01 01:05:00,91.56190065766661,90.38907020212547,3529.2959864813843,7163.277471424159
2023-08-01 01:10:00,15.042227385435812,17.1184383426376,623.2768907847861,2658.392419009498
2023-08-01 01:15:00,11.211543018983313,17.198405600167938,1375.7580186777782,3266.780579131844
2023-08-01 01:20:00,87.94795919900272,83.45250379326086,4421.689710326107,6354.140080762674
2023-08-01 01:25:00,95.0,76.15401706936889,3801.3067579731846,6229.823468463963
2023-08-01 01:30:00,87.67605330930608,82.9588008245988,3901.0224024996323,9129.238254458474
2023-08-01 01:35:00,8.344490161590167,33.41614829617784,1039.1060382518358,1871.0933797186065
2023-08-01 01:40:00,84.98794719051168,62.13979372059954,3773.5046056490837,7181.82630871552
2023-08-01 01:45:00,9.668367304769196,17.02760646507013,910.0792071601303,2952.957746768795
2023-08-01 01:50:00,75.76351207252938,57.43156255960606,3292.964236174431,5478.426317454191
2023-08-01 01:55:00,13.951640860150526,32.6472917321408,2330.486867488408,2315.237886792017
2023-08-01 02:00:00,71.78545602093286,68.02568286468242,4145.8196163522125,6470.917721352907
2023-08-01 02:05:00,17.875883598255534,31.943234985124864,661.9262308712133,2443.5213565110753
2023-08-01 02:10:00,73.43661937140244,62.113597141559396,1968.2499309406983,5951.773379972695
2023-08-01 02:15:00,72.66679254391128,78.40835573113361,2156.4057758784766,5909.747218711382
2023-08-01 02:20:00,91.89997347380618,85.48835840390483,4180.682915817653,6731.798571141802
2023-08-01 02:25:00,84.52079608930264,66.38599342587904,3959.9580938645026,8273.269273343298
2023-08-01 02:30:00,18.18805011148195,40.95053750731684,1694.874403863221,1379.9922269728168
2023-08-01 02:35:00,39.11467183505299,45.38100668007271,1776.547813786514,2968.988242152693
2023-08-01 02:40:00,22.095772460727403,23.90234833827031,2660.8305310236206,3908.0174000045217
2023-08-01 02:45:00,83.13158369638862,79.41803213477486,2294.0388188402,6256.905009888427
2023-08-01 02:50:00,19.777852110512452,30.3078526938052,2268.362095959774,1307.8959030267513
2023-08-01 02:55:00,77.98383650055366,69.29411033769127,2164.7719134056047,6528.434215159484
2023-08-01 03:00:00,88.9408067509437,80.65381800670272,4739.1757112916475,6373.010434120531
2023-08-01 03:05:00,78.00379201638668,78.59524369086402,3219.918967323807,5464.474735852729
2023-08-01 03:10:00,18.545200460987452,39.267944903950024,2043.6292757889407,1809.7602898267214
2023-08-01 03:15:00,89.14916745420595,75.16576170416032,3692.4658824500293,5744.609773953392
2023-08-01 03:20:00,79.54718028662052,60.04569882881068,3379.4625283447435,5228.570902790411
2023-08-01 03:25:00,31.002596621678823,29.98087933089494,3030.8818215375486,2253.4170989856234
