timestamp,ECS_CPUUtilization,ECS_MemoryUtilization,ECS_RunningTaskCount,ECS_NetworkIn
2023-08-01 00:00:00,48.70866633196802,46.72120935828009,5,3299.187028598994
2023-08-01 00:05:00,9.849836024193014,25.437440383739762,1,3539.32592495592
2023-08-01 00:10:00,80.03410115204454,67.45712826999323,8,7093.4733809591435
2023-08-01 00:15:00,47.05037052248743,41.62277653770791,5,5134.009724713425
2023-08-01 00:20:00,53.52725503155344,49.43534288407638,5,5358.440785177713
2023-08-01 00:25:00,19.807629382197135,28.396054294228705,2,3089.2778298356207
2023-08-01 00:30:00,83.28883099054201,70.62948765789413,8,5257.992750145434
2023-08-01 00:35:00,22.77476455346028,36.96862966860265,2,1594.9752082125788
2023-08-01 00:40:00,27.907624478140534,42.62559913770772,3,4377.03385922151
2023-08-01 00:45:00,34.03396493834963,33.15055840555423,3,2251.507087836327
2023-08-01 00:50:00,10.848753277154774,25.804832727772755,1,2250.298060164863
2023-08-01 00:55:00,8.483303535082083,18.40532093462173,1,2739.047662112054
2023-08-01 01:00:00,70.06113516204815,67.11926092149167,7,4144.086508268985
2023-08-01 01:05:00,88.3917327826383,77.43473671336416,9,7552.926355472974
2023-08-01 01:10:00,10.534600167343795,17.03718466800452,1,2484.8550995636156
2023-08-01 01:15:00,14.569330071702028,31.64955185023432,1,1620.8910468338413
2023-08-01 01:20:00,66.28555542096517,55.97308519667906,7,5879.548120875375
2023-08-01 01:25:00,91.36025324547927,86.10186193233986,9,6684.104721174637
2023-08-01 01:30:00,71.56320988439869,69.92837646295442,7,6683.586161495139
2023-08-01 01:35:00,15.771766916086106,29.802932499519557,2,1625.7625336059145
2023-08-01 01:40:00,78.61723024348433,75.29896593691488,8,6258.242949573364
2023-08-01 01:45:00,64.4349796666916,67.68250072649963,6,4827.199717431475
2023-08-01 01:50:00,70.71927323845067,57.289587934907445,7,4959.720677727195
2023-08-01 01:55:00,81.29235664108464,74.0845904123654,8,6261.138286562622
2023-08-01 02:00:00,25.102795388092634,36.70866939917853,3,4299.597706027793
2023-08-01 02:05:00,74.90678458786012,75.22418659846366,7,4122.6344704804405
2023-08-01 02:10:00,75.39630718120324,69.05211413629661,8,6905.039772420838
2023-08-01 02:15:00,78.75685136347904,64.03260045281962,8,6546.605050682831
2023-08-01 02:20:00,76.89176664446809,62.26494327900891,8,5519.181025920012
2023-08-01 02:25:00,86.65537105949429,75.1248257125442,9,6709.708981585455
2023-08-01 02:30:00,74.34717478416984,62.57615452440543,7,3854.6727310388483
2023-08-01 02:35:00,79.03420595739993,78.76050568991528,8,6143.944408746181
2023-08-01 02:40:00,43.080131147859596,42.897004229850886,4,4152.315259541123
2023-08-01 02:45:00,84.95102048544317,80.88592414835556,8,5409.630359698847
2023-08-01 02:50:00,88.46591710394058,80.25745297899273,9,7538.8011230630755
2023-08-01 02:55:00,85.52438225679354,67.59610317481525,9,6797.702069883516
2023-08-01 03:00:00,58.98501219538234,49.054638336134786,6,3131.810864394124
2023-08-01 03:05:00,84.14434833414295,73.51782601350125,8,7043.550619797118
2023-08-01 03:10:00,88.44718024532946,77.18346559149003,9,6709.907139635281
2023-08-01 03:15:00,80.99975194453101,76.82881498500876,8,6064.66885843509
2023-08-01 03:20:00,17.715977728827443,29.94028742698773,2,3704.1387929075386
2023-08-01 03:25:00,5.0966678781428465,19.077859359805,1,2266.8202431680716
2023-08-01 03:30:00,80.97819193176039,76.5857012016508,8,4574.669551429605
2023-08-01 03:35:00,76.91764479546671,76.00870602402601,8,4674.59140211645
2023-08-01 03:40:00,16.12637400922684,29.142672538505796,2,1233.5391804476621
2023-08-01 03:45:00,32.441777685244794,46.02815389480794,3,3242.171062448465
2023-08-01 03:50:00,88.66622400161484,84.70654046593015,9,7626.284033199749
2023-08-01 03:55:00,12.128835428631584,29.348384939951284,1,2348.292584970559
2023-08-01 04:00:00,12.338615965298533,19.85733902247737,1,1390.4329317096494
2023-08-01 04:05:00,88.88038907126054,82.6873628864523,9,5343.0838749106115
2023-08-01 04:10:00,77.71723207854339,66.9615442322136,8,6872.537459615727
2023-08-01 04:15:00,15.30520724429018,33.11780813453448,2,1827.0583444388403
2023-08-01 04:20:00,80.47731723506831,68.52585363278357,8,6026.689538492877
2023-08-01 04:25:00,95.0,79.97588836251816,10,7597.774329041969
2023-08-01 04:30:00,95.0,75.55520082089745,10,7568.011598624577
2023-08-01 04:35:00,17.269467854997163,28.97813967282229,2,1069.8783324655706
2023-08-01 04:40:00,40.39975393682509,44.090270049718555,4,4877.9935186931625
2023-08-01 04:45:00,14.359687423581015,19.418957625768332,1,3291.9042383491387
2023-08-01 04:50:00,81.14180066182955,65.14296368975127,8,4205.045721192292
2023-08-01 04:55:00,90.76711889896902,75.59161582583707,9,6078.423771251558
2023-08-01 05:00:00,94.441755915386,79.51181777137526,9,6961.915419298553
2023-08-01 05:05:00,83.31694043586504,72.48074725553265,8,5598.741109385069
2023-08-01 05:10:00,93.7917936111146,84.52890423160744,9,6357.549994345566
2023-08-01 05:15:00,95.0,80.37487770098843,10,5949.004013289492
2023-08-01 05:20:00,49.06650203323878,41.926713873952934,5,5479.104370245811
2023-08-01 05:25:00,5.0,26.808069393213543,1,2826.0689141068437
2023-08-01 05:30:00,94.77338802287007,80.14590091701605,9,7680.647595674917
2023-08-01 05:35:00,89.42472261714634,74.91101735175121,9,5675.497494648089
2023-08-01 05:40:00,88.56887390806176,70.05183151545597,9,5074.2395369415535
2023-08-01 05:45:00,91.75410722955907,85.98076300264636,9,6053.243358998952
2023-08-01 05:50:00,92.95108178113887,83.28002399803358,9,6472.783589284984
2023-08-01 05:55:00,95.0,80.70737744381903,10,7481.9780882589475
2023-08-01 06:00:00,34.15338090185829,37.694231345677935,3,2626.9470980612127
2023-08-01 06:05:00,37.35310241973148,40.71143205621132,4,3927.772336253896
2023-08-01 06:10:00,5.042073292609771,17.26762904729005,1,186.49646164775908
2023-08-01 06:15:00,95.0,77.1083748301232,10,5981.432962832925
2023-08-01 06:20:00,15.396121113641252,26.5528697798571,2,2868.1444202309917
2023-08-01 06:25:00,12.992428477409904,30.28123979357055,1,2011.2232970668279
2023-08-01 06:30:00,27.77030248517016,37.92665767418819,3,1577.7515814819517
2023-08-01 06:35:00,28.17631131830032,39.9634837546455,3,1709.7659039256587
2023-08-01 06:40:00,87.3285235977402,71.41189340939293,9,5510.291876556227
2023-08-01 06:45:00,94.03222275327379,78.27685290932101,9,7471.41443321907
2023-08-01 06:50:00,88.765587956676,82.46533771622575,9,7588.563386884637
2023-08-01 06:55:00,86.68742812906345,83.03023383578099,9,5604.980282310349
2023-08-01 07:00:00,45.68351071188317,46.33024512220586,5,5111.489271690772
2023-08-01 07:05:00,31.053605458877865,43.949171678310734,3,2583.662259587982
2023-08-01 07:10:00,40.52910465568908,42.232602606272295,4,2393.9413181275154
2023-08-01 07:15:00,11.337970764641037,24.49698294022541,1,753.4242451263985
2023-08-01 07:20:00,45.9808930713193,52.67139006828096,5,2582.637908632357
2023-08-01 07:25:00,93.50878872296248,77.71941715576843,9,4774.371332001542
2023-08-01 07:30:00,87.6139510821103,79.4817364983555,9,5409.554113866751
2023-08-01 07:35:00,84.81105495553048,66.93112348377736,8,4432.6026552594
2023-08-01 07:40:00,91.38506396925686,82.77986090384162,9,5235.748717987281
2023-08-01 07:45:00,22.234386978570797,25.395998581005024,2,3953.8922743631415
2023-08-01 07:50:00,92.8114463525889,73.85547087411996,9,5725.034212907465
2023-08-01 07:55:00,21.67589675140556,33.3937241785049,2,3431.9980119827237
2023-08-01 08:00:00,94.42631901081981,84.63988221378425,9,6504.474108780679
